name	record_va	marker_va	layout	n_methods	n_slots	typeinfo_va
N11FrameEngine19DataShellDictionaryIiNS_6Common5Fix64ENS_15DataShellConfig10NotDemDataENS3_10IsSyncDataENS3_12NotSharedPtrEEE	0x6ad3bc0	0x6ad3c50	C	10	16	0x720a800
N11FrameEngine13DataShellListIjNS_15DataShellConfig10NotDemDataENS1_10IsSyncDataENS1_12NotSharedPtrEEE	0x6ad3cb0	0x6ad3d50	E	7	13	0x720a800
	0x6ad4150	0x6ad41e0	C	14	16	
N11FrameEngine5Logic12DamageRecordE	0x6ad4420	0x6ad44c0	E	8	13	0x720a800
	0x6ad48c0	0x6ad4950	C	14	16	
	0x6ad5030	0x6ad50c0	C	14	16	
N11FrameEngine19DataShellDictionaryIiPNS_5Logic12BonusFixNodeENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6ad5320	0x6ad53b0	C	10	16	0x720a800
N11FrameEngine5Logic12BonusFixNodeE	0x6ad54e8	0x6ad5578	F	12	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic13BonusFixValueENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6ad5580	0x6ad5620	E	7	13	0x720a800
N11FrameEngine5Logic13BonusFixValueE	0x6ad5708	0x6ad5798	F	12	13	0x720a890
	0x6ad5d20	0x6ad5db0	C	14	16	
	0x6ad65c0	0x6ad6650	C	14	16	
N11FrameEngine13DataShellListIPNS_5Logic16EdgeLengthCDInfoENS_15DataShellConfig9IsDemDataENS4_11NotSyncDataENS4_12NotSharedPtrEEE	0x6ad6890	0x6ad6930	E	7	13	0x720a800
N11FrameEngine5Logic16EdgeLengthCDInfoE	0x6ad69d0	0x6ad6a70	E	9	13	0x720a800
	0x6ad6e80	0x6ad6f10	C	14	16	
	0x6ad7560	0x6ad75f0	C	14	16	
N11FrameEngine13DataShellListIPNS_5Logic21DelayDestroyStealInfoENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6ad7830	0x6ad78d0	E	7	13	0x720a800
N11FrameEngine5Logic24BattleActorStealSkillMsgE	0x6ad7b50	0x6ad7be0	C	15	16	
N11FrameEngine5Logic21DelayDestroyStealInfoE	0x6ad7c68	0x6ad7cf8	F	11	13	0x720a890
N11FrameEngine5Logic22PendingAddSkillGemInfoE	0x6ad7da0	0x6ad7e40	E	9	13	0x720a800
N11FrameEngine5Logic15AddSkillGemInfoE	0x6ad7f08	0x6ad7f98	F	12	13	0x720a890
N11FrameEngine5Logic19RelateSkillSlotInfoE	0x6ad7fa0	0x6ad8040	E	8	13	0x720a800
N11FrameEngine5Logic28SlotGemBlackDataSet_ItemDataE	0x6ad8040	0x6ad80e0	E	9	13	0x720a800
N11FrameEngine5Logic28SlotGemWhiteDataSet_ItemDataE	0x6ad80e0	0x6ad8180	E	9	13	0x720a800
N11FrameEngine5Logic9LvToIDMapE	0x6ad8170	0x6ad8210	E	8	13	0x720a800
N11FrameEngine5Logic9LvToIDMapE	0x6ad82d0	0x6ad8360	C	15	16	
N11FrameEngine5Logic9DataFrameE	0x6ad83b8	0x6ad8448	F	7	13	0x720a890
N11FrameEngine5Logic19TmpSyncObjContainerE	0x6ad8558	0x6ad85e8	F	12	13	0x720a890
N11FrameEngine5Logic11LgcEventMgrE	0x6ad85f0	0x6ad8690	E	8	13	0x720a800
N11FrameEngine5Logic11ObjEventMgrIPNS0_9BulletMsgEEE	0x6ad86a0	0x6ad8730	C	10	16	0x720a800
N11FrameEngine5Logic13BattleTaskMgrE	0x6ad8790	0x6ad8830	E	7	13	0x720a800
N11FrameEngine5Logic11ObjEventMgrIPNS0_14BattleActorMsgEEE	0x6ad8840	0x6ad88d0	C	10	16	0x720a800
	0x6ad8d40	0x6ad8dd0	C	14	16	
N11FrameEngine5Logic23GlobalChaosZoneAttrDataE	0x6ad90e8	0x6ad9178	F	12	13	0x720a890
N11FrameEngine5Logic18SelectSkillGemDataE	0x6ad9258	0x6ad92e8	F	12	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic7GemDataENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6ad92f0	0x6ad9390	E	7	13	0x720a800
N11FrameEngine5Logic23GemRecommendFactionDataE	0x6ad9458	0x6ad94e8	F	12	13	0x720a890
N11FrameEngine5Logic20PreparedSkillGemDataE	0x6ad9590	0x6ad9630	E	8	13	0x720a800
N11FrameEngine5Logic7GemDataE	0x6ad96f8	0x6ad9788	F	12	13	0x720a890
N11FrameEngine5Logic22HoldSelectSkillGemDataE	0x6ad9790	0x6ad9830	E	8	13	0x720a800
	0x6ad9f60	0x6ad9ff0	C	13	16	
N11FrameEngine5Logic14BlockActorItemE	0x6ada368	0x6ada3f8	F	12	13	0x720a890
	0x6ada740	0x6ada7d0	C	14	16	
N11FrameEngine8DataSync35IMagicFieldPeriodicityDoTriggerSyncE	0x6adaaa0	0x6adab30	C	15	16	
N11FrameEngine5Logic14SkillGemVarMgrE	0x6adab88	0x6adac18	F	7	13	0x720a890
N11FrameEngine19DataShellDictionaryIiPNS_5Logic11SkillGemVarENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6adac70	0x6adad00	C	10	16	0x720a800
N11FrameEngine19DataShellDictionaryIiPNS_5Logic21SkillGemTipParamValueENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6adad80	0x6adae10	C	10	16	0x720a800
N11FrameEngine5Logic21SkillGemTipParamValueE	0x6adaf48	0x6adafd8	F	12	13	0x720a890
N11FrameEngine5Logic37LgcMsg_EVENT_BATTLEEVENT_STATE_CHANGEE	0x6adb140	0x6adb1d0	C	10	16	0x720a800
N11FrameEngine9FixRandomE	0x6adb260	0x6adb2f0	C	12	16	0x720a800
N11FrameEngine6Common11FixTileNodeE	0x6adb350	0x6adb3f0	E	8	13	0x720a800
N11FrameEngine5Logic15MapLayerManagerE	0x6adb418	0x6adb490	A	7	11	0x720a800
N11FrameEngine5Logic12MapLayerInfoE	0x6adb590	0x6adb630	E	8	13	0x720a800
N11FrameEngine5Logic10SectorDataE	0x6adb620	0x6adb6c0	E	8	13	0x720a800
N11FrameEngine5Logic10SectorDataE	0x6adb780	0x6adb810	C	15	16	
N11FrameEngine5Logic12MapAnchorMgrE	0x6adb868	0x6adb8f8	F	7	13	0x720a890
	0x6adbf50	0x6adbfe0	C	13	16	
	0x6adc8e0	0x6adc970	C	13	16	
N11FrameEngine8DataSync17ISimpleAnchorSyncE	0x6adccf0	0x6adcd80	C	15	16	
N11FrameEngine5Logic17MapBlockAnchorMgrE	0x6adcdd8	0x6adce68	F	7	13	0x720a890
N11FrameEngine5Logic11FowNodeInfoE	0x6add1f8	0x6add270	A	7	11	0x720a800
N11FrameEngine5Logic14GrassGroupInfoE	0x6add308	0x6add380	A	6	11	0x720a800
N11FrameEngine5Logic8NodeCoorE	0x6add3e0	0x6add480	E	7	13	0x720a800
N11FrameEngine5Logic8NodeCoorE	0x6add540	0x6add5d0	C	15	16	
N11FrameEngine5Logic9BattleMapE	0x6add628	0x6add6b8	F	7	13	0x720a890
N11FrameEngine6Common7FixGridIPNS_5Logic11BattleActorENS0_5Fix64EEE	0x6add710	0x6add7b0	E	9	13	0x720a800
N11FrameEngine6Common7FixTileIPNS_5Logic11BattleActorENS0_5Fix64EEE	0x6add910	0x6add9b0	E	8	13	0x720a800
N11FrameEngine6Common7FixTileIPNS_5Logic11BattleActorENS0_5Fix64EEE	0x6adda60	0x6addaf0	C	15	16	
N11FrameEngine5Logic16VisiBattleMapMgrE	0x6addb48	0x6addbd8	F	7	13	0x720a890
N11FrameEngine8DataSync21IVisiBattleMapMgrSyncE	0x6addcd0	0x6addd60	C	15	16	
N11FrameEngine5Logic12BattleMapMgrE	0x6adddb8	0x6adde48	F	7	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic9BattleMapENS_15DataShellConfig10NotDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6adde80	0x6addf20	E	7	13	0x720a800
N11FrameEngine5Logic8GateInfoE	0x6addf48	0x6addfc0	A	6	11	0x720a800
N11FrameEngine5Logic25SkillStrengthenRPNVariantE	0x6ade020	0x6ade0c0	E	7	13	0x720a800
N11FrameEngine5Logic8Behavior13BehaviorParamE	0x6ade0c0	0x6ade160	E	9	13	0x720a800
	0x6ade400	0x6ade490	C	13	16	
N11FrameEngine5Logic8Behavior11BehaviorFSME	0x6ade5d8	0x6ade668	F	11	13	0x720a890
	0x6ade7a0	0x6ade830	C	15	16	
N11FrameEngine5Logic8Behavior28SummonedIoniaHeraldAttackingE	0x6adea40	0x6adead0	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior13BehaviorStateE	0x6adeac0	0x6adeb60	E	3	13	0x720a800
N11FrameEngine5Logic8Behavior25SummonedIoniaHeraldMoveToE	0x6adecb0	0x6aded40	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior29SummonedIoniaHeraldPatrollingE	0x6adef00	0x6adef90	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior29SummonedIoniaHeraldRegressionE	0x6adf150	0x6adf1e0	C	15	16	0x720a800
	0x6adf4f0	0x6adf580	C	13	16	
N11FrameEngine5Logic8Behavior13ZyraPlantNoneE	0x6adf880	0x6adf910	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior18ZyraPlantSearchingE	0x6adfad0	0x6adfb60	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior18ZyraPlantAttackingE	0x6adfd20	0x6adfdb0	C	15	16	0x720a800
	0x6ae00c0	0x6ae0150	C	13	16	
	0x6ae05a0	0x6ae0630	C	13	16	
N11FrameEngine5Logic8Behavior27NewbieMinionCyclePatrollingE	0x6ae0cf0	0x6ae0d80	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior21NewbieMinionCycleNoneE	0x6ae0f40	0x6ae0fd0	C	15	16	0x720a800
N11FrameEngine6Common17InputBufferActionE	0x6ae1288	0x6ae1318	F	11	13	0x720a890
N11FrameEngine6Common17InputBufferActionE	0x6ae12c0	0x6ae1350	C	13	16	0x720a890
	0x6ae17a0	0x6ae1830	C	13	16	
	0x6ae1c80	0x6ae1d10	C	13	16	
	0x6ae2160	0x6ae21f0	C	13	16	
	0x6ae2640	0x6ae26d0	C	13	16	
N11FrameEngine5Logic8Behavior18YordleHeraldMoveToE	0x6ae29d0	0x6ae2a60	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior22YordleHeraldPatrollingE	0x6ae2c20	0x6ae2cb0	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior22YordleHeraldRegressionE	0x6ae2e70	0x6ae2f00	C	15	16	0x720a800
	0x6ae3210	0x6ae32a0	C	13	16	
N11FrameEngine5Logic8Behavior16PhantomBowMoveToE	0x6ae35a0	0x6ae3630	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior14PhantomBowNoneE	0x6ae37f0	0x6ae3880	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior19PhantomBowSearchingE	0x6ae3a40	0x6ae3ad0	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior19PhantomBowAttackingE	0x6ae3c90	0x6ae3d20	C	15	16	0x720a800
	0x6ae4030	0x6ae40c0	C	13	16	
N11FrameEngine5Logic8Behavior16CloseRangeSearchE	0x6ae4320	0x6ae43b0	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior18LongDistanceSearchE	0x6ae44c0	0x6ae4550	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior13MonsterSearchE	0x6ae4660	0x6ae46f0	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior11TowerSearchE	0x6ae4800	0x6ae4890	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior23SummonedHexCannonSearchE	0x6ae49a0	0x6ae4a30	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior24SummonedRiftHeraldSearchE	0x6ae4b40	0x6ae4bd0	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior26SummonedYordleHeraldSearchE	0x6ae4ce0	0x6ae4d70	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior29SummonedYordleHeraldSonSearchE	0x6ae4e80	0x6ae4f10	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior22SummonedFollowerSearchE	0x6ae5020	0x6ae50b0	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior20SummonedWukongSearchE	0x6ae51c0	0x6ae5250	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior18NewbieMinionSearchE	0x6ae5360	0x6ae53f0	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior18CasterMinionSearchE	0x6ae5500	0x6ae5590	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior21ImmovableMinionSearchE	0x6ae56a0	0x6ae5730	C	9	16	0x720a800
N11FrameEngine5Logic8Behavior12SearchMethodE	0x6ae5720	0x6ae57c0	E	3	13	0x720a800
	0x6ae5a60	0x6ae5af0	C	13	16	
N11FrameEngine5Logic8Behavior20BaronNashorAttackingE	0x6ae5df0	0x6ae5e80	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior15BaronNashorNoneE	0x6ae6040	0x6ae60d0	C	15	16	0x720a800
	0x6ae63e0	0x6ae6470	C	13	16	
N11FrameEngine5Logic8Behavior16AnniesBearMoveToE	0x6ae6770	0x6ae6800	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior19AnniesBearSearchingE	0x6ae69c0	0x6ae6a50	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior19AnniesBearAttackingE	0x6ae6c10	0x6ae6ca0	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior14AnniesBearNoneE	0x6ae6e60	0x6ae6ef0	C	15	16	0x720a800
	0x6ae7200	0x6ae7290	C	13	16	
N11FrameEngine5Logic8Behavior22LargeMonsterRegressionE	0x6ae7590	0x6ae7620	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior22LargeMonsterPatrollingE	0x6ae77e0	0x6ae7870	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior16LargeMonsterNoneE	0x6ae7a30	0x6ae7ac0	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior21LargeMonsterAttackingE	0x6ae7c80	0x6ae7d10	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior18LargeMonsterMoveToE	0x6ae7ed0	0x6ae7f60	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior21LargeMonsterSearchingE	0x6ae8120	0x6ae81b0	C	15	16	0x720a800
	0x6ae84c0	0x6ae8550	C	13	16	
N11FrameEngine5Logic8Behavior18NewbieMinionMoveToE	0x6ae8850	0x6ae88e0	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior22NewbieMinionPatrollingE	0x6ae8aa0	0x6ae8b30	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior22NewbieMinionRegressionE	0x6ae8cf0	0x6ae8d80	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior21NewbieMinionAttackingE	0x6ae8f40	0x6ae8fd0	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior21NewbieMinionSearchingE	0x6ae9190	0x6ae9220	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior16NewbieMinionNoneE	0x6ae93e0	0x6ae9470	C	15	16	0x720a800
	0x6ae9780	0x6ae9810	C	13	16	
N11FrameEngine5Logic8Behavior20CasterCloneSearchingE	0x6ae9b10	0x6ae9ba0	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior15CasterCloneNoneE	0x6ae9d60	0x6ae9df0	C	15	16	0x720a800
	0x6aea100	0x6aea190	C	13	16	
N11FrameEngine5Logic8Behavior12HexRexMoveToE	0x6aea490	0x6aea520	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior10HexRexNoneE	0x6aea6e0	0x6aea770	C	15	16	0x720a800
	0x6aeaa80	0x6aeab10	C	13	16	
N11FrameEngine5Logic8Behavior27SummonedHexCannonRegressionE	0x6aeae10	0x6aeaea0	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior27SummonedHexCannonPatrollingE	0x6aeb060	0x6aeb0f0	C	15	16	0x720a800
	0x6aeb400	0x6aeb490	C	13	16	
N11FrameEngine5Logic8Behavior15SmallDragonNoneE	0x6aeb790	0x6aeb820	C	15	16	0x720a800
	0x6aebb30	0x6aebbc0	C	13	16	
N11FrameEngine5Logic8Behavior20RiftHeraldPatrollingE	0x6aebec0	0x6aebf50	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior12SearchPolicyE	0x6aebfe8	0x6aec060	A	7	11	0x720a800
	0x6aec370	0x6aec400	C	13	16	
N11FrameEngine5Logic8Behavior24ImmovableMinionAttackingE	0x6aec700	0x6aec790	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior24ImmovableMinionSearchingE	0x6aec950	0x6aec9e0	C	15	16	0x720a800
	0x6aeccf0	0x6aecd80	C	13	16	
N11FrameEngine5Logic8Behavior17MinionPatrolling2E	0x6aed080	0x6aed110	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior15MinionAttackingE	0x6aed2d0	0x6aed360	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior12MinionMoveToE	0x6aed520	0x6aed5b0	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior10MinionNoneE	0x6aed770	0x6aed800	C	15	16	0x720a800
	0x6aedb10	0x6aedba0	C	13	16	
	0x6aedff0	0x6aee080	C	13	16	
N11FrameEngine5Logic8Behavior13YordlePigNoneE	0x6aee380	0x6aee410	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior18YordlePigSearchingE	0x6aee5d0	0x6aee660	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior15YordlePigMoveToE	0x6aee820	0x6aee8b0	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior19YordlePigRegressionE	0x6aeea70	0x6aeeb00	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior19YordlePigPatrollingE	0x6aeecc0	0x6aeed50	C	15	16	0x720a800
	0x6aef060	0x6aef0f0	C	13	16	
N11FrameEngine5Logic8Behavior17HexBaronSearchingE	0x6aef3f0	0x6aef480	C	15	16	0x720a800
	0x6aef8f0	0x6aef980	C	14	16	
	0x6aefe70	0x6aeff00	C	13	16	
N11FrameEngine5Logic8Behavior13HexPoroMoveToE	0x6af0200	0x6af0290	C	15	16	0x720a800
	0x6af05a0	0x6af0630	C	13	16	
N11FrameEngine5Logic8Behavior15WukongAttackingE	0x6af0930	0x6af09c0	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior10WukongNoneE	0x6af0b80	0x6af0c10	C	15	16	0x720a800
N11FrameEngine5Logic8Behavior15WukongSearchingE	0x6af0dd0	0x6af0e60	C	15	16	0x720a800
	0x6af1170	0x6af1200	C	13	16	
N11FrameEngine5Logic14AttackerRecordE	0x6af1478	0x6af1508	F	12	13	0x720a890
	0x6af1960	0x6af19f0	C	14	16	
N11FrameEngine5Logic11MoveToProxyE	0x6af1c40	0x6af1ce0	E	9	13	0x720a800
	0x6af23d0	0x6af2460	C	14	16	
N11FrameEngine8DataSync33IActorComponentMovementMinionSyncE	0x6af2820	0x6af28b0	C	15	16	
N11FrameEngine5Logic14MovementSystemE	0x6af2908	0x6af2998	F	7	13	0x720a890
	0x6af2c40	0x6af2cd0	C	14	16	
	0x6af3110	0x6af31a0	C	14	16	
	0x6af35b0	0x6af3640	C	14	16	
	0x6af3a50	0x6af3ae0	C	14	16	
	0x6af3d70	0x6af3e00	C	15	16	
N11FrameEngine5Logic15MovementPatternE	0x6af3e58	0x6af3ee8	F	7	13	0x720a890
	0x6af4160	0x6af41f0	C	14	16	
	0x6af4600	0x6af4690	C	14	16	
	0x6af4ea0	0x6af4f30	C	14	16	
	0x6af5490	0x6af5520	C	14	16	
N11FrameEngine5Logic10AttrHookerE	0x6af56f0	0x6af5780	C	11	16	0x720a800
N11FrameEngine5Logic24BattleTaskKillContinuousE	0x6af58c0	0x6af5950	C	10	16	0x720a800
	0x6af5dc0	0x6af5e50	C	14	16	
N11FrameEngine13DataShellListIPNS_5Logic27ActorMiniMapIconVisibleDataENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6af6090	0x6af6130	E	7	13	0x720a800
N11FrameEngine5Logic27ActorMiniMapIconVisibleDataE	0x6af6298	0x6af6328	F	12	13	0x720a890
N11FrameEngine5Logic27ActorMiniMapIconVisibleDataE	0x6af6400	0x6af6490	C	15	16	
N11FrameEngine5Logic16SpawnRandomGroupE	0x6af64e8	0x6af6578	F	7	13	0x720a890
N11FrameEngine8DataSync21ISpawnRandomGroupSyncE	0x6af6680	0x6af6710	C	15	16	
N11FrameEngine5Logic20BattleMonsterSpawnerE	0x6af6768	0x6af67f8	F	7	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic13MonsterAnchorENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6af6830	0x6af68d0	E	7	13	0x720a800
	0x6af6ee0	0x6af6f70	C	13	16	
N11FrameEngine13DataShellListIPNS_5Logic22MonsterAnchorActorInfoENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6af7220	0x6af72c0	E	7	13	0x720a800
N11FrameEngine5Logic22MonsterAnchorActorInfoE	0x6af74c8	0x6af7558	F	12	13	0x720a890
N11FrameEngine9Interface12TriggerEventE	0x6af7560	0x6af7600	E	8	13	0x720a800
N11FrameEngine5Logic18MonsterAnchorGroupE	0x6af7600	0x6af76a0	E	9	13	0x720a800
N14DataCollectSpc21FEBattleDcPlayerMedalE	0x6af77e0	0x6af7870	C	13	16	0x720a800
N14DataCollectSpc11DcMedalDataE	0x6af78d0	0x6af7970	E	7	13	0x720a800
N14DataCollectSpc15DataCollectHookE	0x6af7998	0x6af7a10	A	7	11	0x720a800
N14DataCollectSpc17DataCollectSystemE	0x6af7aa8	0x6af7b20	A	6	11	0x720a800
N14DataCollectSpc13LiveShowDcMgrE	0x6af7b80	0x6af7c20	E	7	13	0x720a800
N14DataCollectSpc20FEBattleDcGlobalDataE	0x6af7c48	0x6af7cc0	A	6	11	0x720a800
N14DataCollectSpc28FEBattleDcStrategicPointItemE	0x6af7d20	0x6af7dc0	E	7	13	0x720a800
N14DataCollectSpc29FEBattleDcGlobalAIManagerStatE	0x6af7ef0	0x6af7f80	C	13	16	0x720a800
N14DataCollectSpc29FEBattleDcPlayerChampionDeathE	0x6af8120	0x6af81b0	C	13	16	0x720a800
N14DataCollectSpc36FEBattleDcGlobalBattleStrategicPointE	0x6af8350	0x6af83e0	C	13	16	0x720a800
N14DataCollectSpc19DcGlobalSPExtraItemE	0x6af8440	0x6af84e0	E	7	13	0x720a800
N14DataCollectSpc26DcGlobalStrategicPointItemE	0x6af8500	0x6af8580	B	6	11	0x720a800
N14DataCollectSpc18DcGlobalSPDataItemE	0x6af85e0	0x6af8680	E	7	13	0x720a800
N14DataCollectSpc18DcGlobalSPCampItemE	0x6af8670	0x6af8710	E	7	13	0x720a800
N14DataCollectSpc22FEBattleDcGlobalRemakeE	0x6af8840	0x6af88d0	C	13	16	0x720a800
N14DataCollectSpc18DcGlobalRemakeItemE	0x6af8930	0x6af89d0	E	7	13	0x720a800
N14DataCollectSpc20FEBattleDcCherryDataE	0x6af8b00	0x6af8b90	C	13	16	0x720a800
N14DataCollectSpc19CherryRoundDataItemE	0x6af8bf0	0x6af8c90	E	7	13	0x720a800
N14DataCollectSpc21FEBattleDcGlobalOtherE	0x6af8dc0	0x6af8e50	C	13	16	0x720a800
N14DataCollectSpc26FEBattleDcGlobalPlayerStatE	0x6af8ff0	0x6af9080	C	13	16	0x720a800
N14DataCollectSpc18DcUseSkillDataItemE	0x6af90e0	0x6af9180	E	7	13	0x720a800
N14DataCollectSpc15DcKillActorItemE	0x6af91a0	0x6af9220	B	6	11	0x720a800
N14DataCollectSpc14DcHurtDataItemE	0x6af9280	0x6af9320	E	7	13	0x720a800
N14DataCollectSpc20DcHurtHeroIdDataItemE	0x6af9340	0x6af93c0	B	6	11	0x720a800
N14DataCollectSpc22FEBattleDcGamePlayDataE	0x6af9560	0x6af95f0	C	13	16	0x720a800
N14DataCollectSpc24FEBattleDcGlobalMonstersE	0x6af9790	0x6af9820	C	13	16	0x720a800
N14DataCollectSpc17DcHexRexMechaItemE	0x6af9880	0x6af9920	E	7	13	0x720a800
N14DataCollectSpc19DcRexMechaSkillItemE	0x6af9940	0x6af99c0	B	6	11	0x720a800
N14DataCollectSpc20DcEnchantedPiggyItemE	0x6af9a20	0x6af9ac0	E	7	13	0x720a800
N14DataCollectSpc13DcMonsterItemE	0x6af9ab0	0x6af9b50	E	7	13	0x720a800
N14DataCollectSpc19DcMonsteBatTimeStatE	0x6af9b40	0x6af9be0	E	7	13	0x720a800
N14DataCollectSpc22DcSpiritFlowerStatItemE	0x6af9bd0	0x6af9c70	E	7	13	0x720a800
N14DataCollectSpc9DcHitItemE	0x6af9c60	0x6af9d00	E	7	13	0x720a800
N14DataCollectSpc21DcMonsterBuffDataItemE	0x6af9e00	0x6af9e80	B	7	11	0x720a800
N14DataCollectSpc17DcHexPoroDataItemE	0x6af9f10	0x6af9f90	B	6	11	0x720a800
N14DataCollectSpc37FEBattleDcPlayerSecurityEndDetailInfoE	0x6afa130	0x6afa1c0	C	13	16	0x720a800
N14DataCollectSpc34FEBattleDcHeeimerdingerTresureStatE	0x6afa360	0x6afa3f0	C	13	16	0x720a800
N14DataCollectSpc37FEBattleDcHeeimerdingerTresureRefreshE	0x6afa450	0x6afa4f0	E	7	13	0x720a800
N14DataCollectSpc34FEBattleDcHeeimerdingerTresureOpenE	0x6afa4e0	0x6afa580	E	7	13	0x720a800
N14DataCollectSpc33FEBattleDcHeeimerdingerTresureUseE	0x6afa570	0x6afa610	E	7	13	0x720a800
N14DataCollectSpc33FEBattleDcHeeimerdingerTresureHitE	0x6afa600	0x6afa6a0	E	7	13	0x720a800
N14DataCollectSpc38FEBattleDcHeeimerdingerTresureStrengthE	0x6afa6c0	0x6afa740	B	6	11	0x720a800
N14DataCollectSpc30FEBattleDcPlayerSpellUseAndHitE	0x6afa8e0	0x6afa970	C	13	16	0x720a800
N14DataCollectSpc26DcPlayerSpellUseAndHitItemE	0x6afaa00	0x6afaa80	B	6	11	0x720a800
N14DataCollectSpc21FEBattleDcGlobalPlantE	0x6afac20	0x6afacb0	C	13	16	0x720a800
N14DataCollectSpc22PlantActiveAndKillItemE	0x6afad40	0x6afadc0	B	6	11	0x720a800
N14DataCollectSpc13PlantKillItemE	0x6afae20	0x6afaec0	E	7	13	0x720a800
N14DataCollectSpc15PlantKillDetailE	0x6afaeb0	0x6afaf50	E	7	13	0x720a800
N14DataCollectSpc33FEBattleDcGlobalTowerViolentEventE	0x6afb080	0x6afb110	C	13	16	0x720a800
N14DataCollectSpc23DcTowerViolentEventItemE	0x6afb170	0x6afb210	E	7	13	0x720a800
N14DataCollectSpc23FEBattleDcGlobalInGroupE	0x6afb340	0x6afb3d0	C	13	16	0x720a800
N14DataCollectSpc28FEBattleDcPlayerEquipOperateE	0x6afb570	0x6afb600	C	13	16	0x720a800
N14DataCollectSpc28FEBattleDcPlayerSecurityDataE	0x6afb698	0x6afb710	A	6	11	0x720a800
N14DataCollectSpc29FEBattleDcPlayerApplyBuffInfoE	0x6afb770	0x6afb810	E	7	13	0x720a800
N14DataCollectSpc33FEBattleDcGlobalTowersAndSoldiersE	0x6afb940	0x6afb9d0	C	13	16	0x720a800
N14DataCollectSpc24DcBuildingHurtSlicedItemE	0x6afba30	0x6afbad0	E	7	13	0x720a800
